Invoice,OrderValue,ItemsPerOrder
554641,123.3,2
554642,1392.0,1
554643,792.62,11
554644,714.77,29
554645,52.9,5
554646,124.25,8
554647,179.0,1
554648,444.96000000000004,21
554649,79.19999999999999,1
554650,568.74,30
554651,752.2099999999999,27
554654,615.36,31
554655,367.28000000000003,6
554656,230.55,9
554658,306.88,23
554663,172.24,37
554664,76.8,3
554665,349.94,16
554666,371.3,14
554667,374.82000000000005,14
554668,317.59999999999997,13
554669,480.96,36
554670,77.52,5
554671,314.7,18
554672,387.1,20
554674,278.63,7
554682,311.5,46
554684,188.89000000000001,20
554695,219.46,25
554697,220.38,29
554698,301.35,11
554699,501.83000000000004,22
554700,139.03,6
554701,144.8,8
554702,385.81,25
554703,48.1,2
554704,418.95,21
554705,364.38,5
554706,57.900000000000006,2
554707,1090.76,6
554708,291.0,17
554709,1086.0,3
554710,537.0,1
554711,123.05,8
554712,546.88,22
554713,48.099999999999994,3
554718,137.77,8
554756,75.0,3
554762,320.5,17
554765,341.6,22
554770,482.44,26
554776,5.8,1
554787,107.67,15
554788,304.3,14
554789,426.96,6
554791,5.8,1
554792,48.4,2
554794,215.51999999999998,15
554795,316.8,17
554798,610.5999999999999,9
554808,329.01,57
554809,196.73000000000002,11
554810,271.85,4
554812,252.32999999999998,39
554813,103.21000000000001,21
554814,895.44,42
554815,589.78,4
554816,100.44,9
554817,302.8,16
554818,292.6,6
554819,10.5,5
554820,107.4,5
554821,67.88,3
554822,210.8,12
554823,426.43,21
554824,401.82,16
554825,309.41,16
554826,232.5,12
554827,8980.88,50
554832,282.86,17
554834,327.59999999999997,2
554835,201.97,14
554836,783.67,30
554837,254.42000000000002,23
554838,107.85000000000001,8
554839,374.29,50
554840,398.0,13
554842,555.71,34
554843,330.42,16
554844,63.0,3
554845,5518.68,8
554850,388.18,6
554853,366.56,7
554854,354.45,15
554855,179.8,13
554858,222.18,13
554859,1063.8400000000001,9
554860,548.39,28
554861,716.73,38
554865,134.04,8
554866,493.27,24
554868,3096.0,1
554869,338.28000000000003,5
554906,670.61,39
554915,325.6,5
554916,82.79,11
554917,652.8,41
554918,45.54,11
554919,537.0,3
554920,559.87,33
554921,411.59999999999997,2
554922,316.1,8
554923,89.7,2
554924,12.850000000000001,2
554927,191.4,10
554929,366.87,27
554930,252.0,1
554932,76.5,1
554933,260.21,40
554934,65.9,3
554935,579.97,30
554936,100.19999999999999,3
554937,440.99,28
554938,726.43,34
554939,373.03999999999996,18
554940,403.09000000000003,21
554941,127.19,16
554942,157.57999999999998,42
554943,556.3,4
554944,178.08,2
554946,379.82,17
554947,100.48,3
554948,336.03000000000003,24
554949,327.66,15
554950,797.48,46
554951,207.50000000000003,1
554952,81.0,2
554953,17.4,1
554954,179.67000000000002,9
554955,120.7,6
554963,314.1,19
554964,252.3,39
554965,67.15,2
554966,146.4,4
554968,94.41,14
554969,178.74,10
554974,1100.55,26
554975,843.0600000000001,10
554976,320.35,22
554977,121.0,19
554978,350.06,30
554979,161.58,37
554980,55.2,9
554981,415.04,54
554982,1155.6,4
554984,218.0,2
554985,582.73,30
554986,360.0,52
554987,68.65,14
554988,119.71000000000001,6
554989,102.34,18
554990,308.03999999999996,9
554991,142.0,32
554992,382.14,76
554993,247.14000000000001,43
554994,149.01,45
554995,161.71,16
554996,194.4,16
554997,321.96000000000004,18
554998,207.15,12
554999,407.43,56
555000,263.13,16
555001,185.22000000000003,4
555002,350.12,17
555003,158.1,8
555004,105.35,7
555005,1093.44,8
555007,208.79999999999998,2
555008,382.70000000000005,2
555009,607.74,22
555010,213.12,1
555011,75.0,4
555012,420.43,27
555015,613.54,41
555016,792.5,9
555017,213.05,9
555025,474.02,26
555028,49.5,3
555070,9.2,2
555073,129.32,20
555075,382.5,1
555076,374.87,26
555077,147.48,9
555091,170.02,29
555092,139.35,19
555093,74.96,4
555094,457.34,26
555095,1306.49,47
555096,458.84,18
555097,177.60000000000002,1
555098,310.8,1
555099,844.0,3
555101,228.8,9
555102,84.72,3
555103,104.0,5
555104,816.0,1
555106,324.92,21
555107,587.45,23
555108,671.02,48
555109,322.85,41
555110,197.55,71
555111,201.26999999999998,11
555112,314.47,16
555113,113.0,6
555114,120.59,15
555116,317.3,29
555119,155.0,10
555124,549.43,93
555125,313.71000000000004,17
555127,368.1,21
555133,309.54,15
555147,906.4,42
555156,39.45,2
555157,287.45,8
555158,1378.48,76
555159,90.75,9
555160,1799.6,13
555161,84.92,5
555162,672.1899999999999,35
555164,3623.2,13
555194,588.36,7
555195,416.28000000000003,20
555198,113.35,9
555199,109.36999999999999,29
555200,262.61,13
555201,397.36,27
555202,110.55,34
555203,354.82,36
555207,421.73,24
555213,152.64000000000001,2
555232,165.1,3
555233,65.38,5
555234,340.25,14
555240,213.86,31
555241,302.45,7
555242,133.56,5
555243,153.3,7
555245,198.46,30
555247,325.8,10
555249,259.27,60
555251,346.98,11
555257,541.95,44
555259,90.6,2
555260,161.87,36
555263,422.99,25
555264,122.74000000000001,17
555266,100.6,3
555270,415.00000000000006,1
555279,127.62,28
555280,233.92,11
555281,47.75,3
555282,1225.26,42
555283,64.3,4
555284,3056.7200000000003,105
555285,362.7,1
555286,51.0,2
555287,214.94,5
555289,345.7,14
555312,285.7,18
555340,1071.4,84
555343,192.23,18
555344,1541.98,30
555347,311.14,19
555348,235.23000000000002,20
555349,294.69,31
555350,811.36,49
555351,397.8,7
555352,2105.98,11
555353,156.2,12
555356,352.8,4
555359,109.82000000000001,10
555363,119.93,22
555367,79.8,4
555368,1440.9,80
555381,32.4,2
555382,1437.12,5
555383,766.95,134
555385,7.5,1
555388,305.85,17
555389,233.75,3
555392,30.0,1
555393,759.85,39
555394,126.44,4
555395,94.68,4
555396,455.25,30
555399,123.74999999999999,23
555400,5913.9,68
555401,1896.0300000000002,21
555403,121.55,5
555405,296.7,14
555406,393.59,55
555407,419.8,15
555408,390.09,22
555410,347.9,15
555412,61.3,2
555413,228.63,29
555414,266.1,16
555415,284.85,5
555416,376.15,23
555417,68.1,4
555418,1299.04,32
555419,17.0,1
555420,630.46,25
555422,25.0,1
555470,264.4,13
555471,232.21,30
555472,303.12,8
555473,836.05,37
555476,185.9,20
555477,1109.32,47
555478,1139.04,1
555479,229.26000000000002,4
555485,357.3,19
555486,387.46999999999997,21
555488,330.28000000000003,51
555489,259.2,1
555490,1314.0,1
555491,333.0,4
555492,319.02,21
555493,340.44,10
555494,204.85000000000002,12
555495,312.75,15
555496,349.1,8
555497,39.12,2
555498,107.65,5
555499,289.46,27
555500,114.68,23
555501,241.48,14
555504,15.0,1
555507,300.14,16
555508,269.88,28
555509,443.72,21
555511,156.48,9
555512,325.68,2
555513,892.62,3
555514,252.19,21
555515,856.63,50
555516,302.42,25
555517,324.9,14
555518,449.38,27
555519,525.5,11
555520,116.09,29
555521,389.61,5
555522,273.13,14
555523,508.95000000000005,26
555524,610.77,76
555525,332.9,12
555526,645.3,9
555527,399.35,4
555528,324.72,3
555530,61.199999999999996,1
555531,1939.52,18
555533,446.6,23
555534,31.200000000000003,1
555535,166.3,10
555536,239.46,11
555537,197.09,41
555538,148.95999999999998,9
555539,201.45,26
555540,302.81,29
555541,148.7,21
555542,387.05,19
555543,627.04,13
555544,330.61,17
555545,873.85,50
555546,228.3,13
555547,709.91,32
555548,147.05,9
555549,262.25,29
555550,486.24,16
555551,298.79,16
555552,124.65,29
555553,493.68,31
555554,319.0,13
555555,110.55000000000001,7
555556,568.47,27
555557,59.5,3
555558,462.53,105
555559,300.2,20
555560,165.63,46
555561,35.400000000000006,1
555562,372.36,76
555564,296.32,49
555565,538.76,33
555566,216.63,25
555567,459.75,42
555568,620.65,55
555569,793.08,19
555570,756.1,43
555571,105.0,5
555572,858.9300000000001,48
555573,366.11,60
555574,437.19,23
555575,310.05,10
555576,140.4,2
555577,557.85,29
555578,114.06,4
555579,125.19,5
555580,10.5,1
555581,159.22,10
555582,260.57,16
555583,304.28000000000003,17
555584,181.3,6
555585,612.0,4
555586,310.79,14
555587,277.0,14
555588,124.57,8
555589,427.58,25
555590,75.0,3
555591,430.98,22
555592,176.16,11
555593,114.3,7
555594,312.94,17
555601,57.5,1
555602,320.83,17
555603,262.11,17
555604,428.85,24
555620,13.0,1
555626,270.8,13
555627,130.44,10
555628,387.88,16
555630,302.72,23
555631,191.60999999999999,40
555632,509.2,4
555633,144.97,17
555634,210.06,9
555635,272.0,15
555637,371.45,18
555638,816.8199999999999,61
555640,315.62,12
555642,496.46000000000004,28
555644,423.65000000000003,42
555645,164.01,18
555646,320.2,6
555647,586.52,28
555648,205.18,41
555649,394.14,31
555650,958.12,45
555651,218.92,16
555653,287.19,44
555654,181.3,10
555691,444.45,23
555695,143.5,5
555701,147.02,14
555702,46.839999999999996,3
555703,309.38,19
555704,507.70000000000005,22
555705,247.60999999999999,23
555719,512.8,27
555720,129.49,10
555721,45.0,1
555724,15.0,1
555725,34.0,2
555726,357.99,23
555728,341.96,86
555731,418.45,19
555732,103.25,5
555733,402.08,5
555734,343.75,13
555735,450.40000000000003,18
555736,586.01,30
555737,298.19,16
555738,318.7,11
555739,607.5500000000001,36
555740,387.42,21
555741,230.18,13
555742,388.0,10
555743,248.06,14
555744,247.44,18
555745,184.52,10
555746,105.6,26
555751,34.0,1
555759,166.8,1
555798,1121.1299999999999,11
555808,96.14,5
555810,585.84,33
555813,87.9,6
555815,916.74,49
555816,47.2,1
555817,14.850000000000001,1
555818,255.96000000000004,2
555819,430.98,22
555820,304.71999999999997,11
555829,392.4,14
555832,308.7,10
555834,85.0,1
555835,783.07,98
555836,531.36,20
555839,25.5,2
555840,70.2,1
555841,139.82,49
555842,122.76,6
555843,159.11,9
555844,160.15,34
555845,524.5,121
555846,149.15,8
555847,234.07,18
555848,424.24,21
555849,315.86,9
555850,387.42,47
555851,585.17,105
555852,189.28,11
555853,257.68,75
555854,167.81,30
555855,2517.44,47
555856,298.89,32
555857,133.62,23
555858,254.31,13
555859,198.57,13
555861,166.4,4
555862,243.2,14
555863,121.67999999999999,1
555865,413.93,36
555866,306.68,16
555870,68.7,2
555871,263.16,3
555872,307.72,21
555875,7.25,3
555876,161.02,15
555884,147.62,4
555896,1008.61,54
555916,181.63,16
555917,199.5,3
555918,211.92000000000002,8
555920,10999.52,12
555921,301.78,17
555928,99.45,5
555929,765.8199999999999,8
555930,341.07,24
555931,833.16,44
555932,165.36,10
555933,286.34000000000003,17
555934,557.7,7
555936,286.34000000000003,17
555937,669.36,30
555938,410.45,17
555939,57.78,3
555940,357.6,9
555941,356.03999999999996,17
555942,322.55,18
555943,612.68,16
555944,163.69,10
555945,511.3,8
555946,184.59,24
555947,2233.28,57
555948,166.86,7
555949,596.13,26
555950,136.5,6
555979,891.4200000000001,36
556009,302.54,15
556010,598.0,5
556016,452.4,5
556017,512.7,29
556018,26.400000000000002,2
556019,221.4,7
556020,114.71,20
556021,477.68,22
556022,79.19999999999999,4
556023,209.28,25
556024,151.95000000000002,9
556032,542.22,15
556034,313.20000000000005,2
556035,54.48,4
556036,52.8,3
556038,173.66,22
556039,501.5,12
556040,320.58000000000004,21
556041,336.84000000000003,56
556042,1037.3700000000001,66
556043,243.92999999999998,13
556044,165.55,9
556045,408.04,24
556047,276.24,4
556048,298.48,16
556049,382.70000000000005,2
556050,279.04,16
556051,180.04,16
556052,14.5,1
556053,112.7,2
556054,222.07,16
556055,358.0,2
556056,426.05,99
556058,524.5,29
556059,320.91999999999996,9
556060,1118.04,8
556062,379.5,4
556063,193.2,41
556064,300.63,6
556065,146.3,8
556066,388.36,3
556067,269.9,31
556068,5.76,1
556070,396.14000000000004,8
556071,481.36,29
556072,952.65,20
556073,462.15000000000003,22
556079,351.2,13
556084,135.0,5
556097,15.9,1
556098,62.5,1
556099,3.75,1
556100,300.14,14
556102,878.55,55
556103,237.57000000000002,28
556104,384.2,22
556105,307.9,17
556106,393.34000000000003,49
556107,330.95,60
556109,200.17000000000002,12
556110,124.60000000000001,3
556111,313.0,22
556112,340.78000000000003,21
556113,585.3199999999999,38
556114,142.14000000000001,6
556115,99.96,7
556116,136.7,11
556118,333.0,6
556119,42.96,1
556120,290.2,19
556121,132.18,20
556125,303.62,15
556126,338.0,22
556127,1621.25,49
556128,196.66,7
556129,438.0,10
556130,316.02000000000004,11
556139,307.76,12
556179,308.2,15
556181,410.87,13
556182,102.97999999999999,20
556183,360.04,21
556184,337.55,14
556185,30.6,2
556186,213.70000000000002,10
556187,299.78,15
556189,400.7,21
556190,72.52,4
556191,184.28,6
556192,82.2,4
556193,306.86,24
556194,319.95,11
556195,535.01,25
556196,62.040000000000006,3
556197,202.38,13
556198,294.2,38
556199,319.29,21
556201,382.52,18
556202,109.3,20
556203,130.08,5
556204,308.68,18
556205,203.98000000000002,13
556206,646.27,26
556207,128.76,19
556208,506.67999999999995,12
556214,301.32,20
556216,300.55,14
556218,352.91,17
556219,309.65999999999997,15
556222,539.12,46
556228,115.2,2
556229,304.48,20
556230,226.28,6
556234,26.36,10
556235,84.0,5
556236,45.2,3
556238,378.7,12
556239,158.85,9
556240,105.0,7
556241,912.66,48
556244,302.72,28
556245,538.4300000000001,64
556246,161.38,30
556247,270.55,15
556248,332.64,14
556249,24.900000000000002,1
556252,480.96000000000004,19
556253,185.8,9
556254,136.25,10
556255,16488.0,12
556256,196.68,15
556257,294.86,30
556258,439.5,20
556259,591.09,36
556263,491.38,56
556264,532.9,10
556266,8.5,1
556267,3027.31,31
556271,155.10000000000002,7
556279,215.39000000000001,18
556280,354.01,34
556282,178.22,13
556283,314.11,17
556284,302.8,14
556285,72.0,8
556288,273.66,18
556290,383.28000000000003,22
556296,309.34000000000003,22
556298,105.84,9
556302,1035.76,5
556303,313.45000000000005,20
556304,572.8,16
556305,480.0,3
556318,399.18,16
556323,599.4499999999999,6
556325,149.89000000000001,14
556329,157.76,13
556330,272.41,44
556341,506.19,26
556365,271.04,46
556386,74.16,3
556397,358.0,2
556408,124.14999999999999,33
556413,120.49000000000001,26
556415,6207.08,64
556416,247.25,24
556417,19.8,1
556419,156.4,10
556425,197.37,29
556426,249.49,21
556432,299.67,10
556434,658.78,26
556435,151.2,8
556437,110.78999999999999,8
556439,147.75,4
556440,428.44,15
556441,360.07,35
556442,297.0,1
556443,627.4,9
556444,38970.0,1
556446,649.5,1
556447,314.16,9
556454,40.8,1
556455,734.44,18
556456,3.75,1
556460,379.2,24
556461,830.54,8
556462,213.8,17
556463,360.18,14
556464,80.82,7
556465,110.17999999999999,17
556466,189.05,6
556467,186.55,18
556468,111.03,9
556469,583.2,13
556470,301.42,18
556471,198.76999999999998,12
556472,255.8,15
556473,384.09000000000003,77
556474,363.7,81
556475,417.33,22
556476,302.62,13
556477,199.73,15
556478,226.48999999999998,20
556479,262.88,20
556480,131.10999999999999,13
556481,147.76000000000002,27
556482,709.44,29
556483,110.78,24
556484,2133.4,205
556485,210.95,17
556486,375.04,32
556487,167.35999999999999,34
556488,161.9,15
556489,110.12,30
556490,302.24,16
556491,274.74,57
556492,587.52,8
556494,532.22,63
556495,304.31,56
556496,45.0,1
556497,175.09,11
556498,35.849999999999994,2
556500,102.72,6
556501,394.42,20
556502,491.71000000000004,32
556503,1101.86,76
556504,376.58,26
556505,462.9599999999999,2
556506,50.88,1
556507,1650.1,61
556508,136.95,7
556509,289.77,16
556510,821.32,42
556512,143.54,14
556517,1001.21,29
556519,3.3200000000000003,2
556520,118.08,20
556521,116.75999999999999,13
556523,9.75,1
556526,236.26000000000002,12
556527,112.35,27
556528,312.44,19
556529,513.26,24
556531,765.03,39
556533,249.94,10
556534,53.150000000000006,3
556536,187.14000000000001,29
556537,310.48,20
556538,426.18,21
556539,147.0,9
556540,146.20000000000002,4
556541,271.6,10
556542,264.66,37
556571,178.94,12
556572,149.2,4
556573,480.98,25
556574,1336.2,3
556575,212.0,41
556576,134.48,31
556577,164.41,11
556578,1266.66,68
556579,1109.53,70
556580,311.4,16
556596,110.75,9
556629,593.72,25
556630,315.05,15
556631,58.08,6
556632,114.15,10
556641,189.47,13
556642,133.91,20
556667,254.12,4
556670,786.36,7
556671,259.08,80
556672,293.0,23
556680,306.46000000000004,14
556681,121.52,7
556682,201.83999999999997,16
556683,212.04000000000002,12
556684,83.4,1
556685,597.07,40
556714,976.25,6
556718,2145.0,2
556719,188.44,9
556720,372.6,4
556721,690.3399999999999,23
556722,236.28,10
556723,3060.4,7
556724,246.49,14
556725,2496.0,1
556726,8915.52,9
556727,555.8,24
556728,342.15000000000003,75
556731,103.72,24
556732,474.87,52
556733,325.36,51
556734,510.87,29
556740,147.42000000000002,35
556746,32.55,3
556751,1393.48,13
556767,454.68,13
556768,433.0,20
556776,211.47,55
556777,714.35,44
556778,393.78000000000003,37
556779,143.4,13
556780,275.14,26
556781,1172.6,54
556782,106.15,17
556783,451.26,9
556784,969.99,102
556785,102.0,1
556786,109.20000000000002,3
556788,414.1,11
556789,14.850000000000001,1
556790,256.77,16
556791,176.6,19
556792,150.37,15
556794,120.45,4
556795,123.13,6
556797,230.57999999999998,17
556804,554.62,10
556805,213.8,2
556806,122.04,1
556808,305.51,13
556809,223.48,21
556811,155.28,9
556814,153.24,9
556815,564.61,25
556816,501.64,13
556817,151.2,1
556819,420.94000000000005,12
556820,364.15000000000003,17
556822,143.3,9
556827,171.63,10
556828,184.19,32
556829,489.31,25
556830,44.95,3
556831,160.0,1
556842,40.0,1
556845,4415.4400000000005,55
556876,173.82,79
556878,112.1,9
556879,151.42,33
556881,263.06,7
556882,340.28000000000003,35
556883,353.43,19
556885,17.700000000000003,1
556886,299.94,19
556887,119.28999999999999,16
556889,111.37,8
556890,1063.3500000000001,29
556891,139.64,9
556892,120.94,7
556903,144.26,15
556905,336.11,99
556906,306.1,18
556908,302.46000000000004,10
556909,76.5,3
556910,873.87,99
556912,289.86,51
556913,392.0,12
556914,276.79,25
556915,192.54,56
556916,203.39,71
556917,22775.93,138
556918,650.88,1
556921,76.38,4
556922,14.25,5
556926,166.56,51
556927,3876.86,27
556928,606.72,4
556929,53.91,2
556931,171.84,1
556935,360.9,24
556937,1175.32,48
556942,683.17,41
556953,1012.86,33
556954,455.3,31
556956,1084.24,6
556958,305.2,18
556959,323.0,13
556960,668.8,26
556961,810.6000000000001,6
556964,331.44,18
556965,252.0,6
556967,299.04,4
556968,1077.1200000000001,3
556969,46.95,2
556970,245.75,11
556971,39.599999999999994,2
556972,149.52,4
556977,52.800000000000004,4
556998,305.4,6
557002,180.0,1
557005,302.14,12
557006,214.2,12
557007,1137.99,61
557008,112.88000000000001,14
557009,300.11,29
557010,129.3,4
557011,359.08000000000004,16
557012,62.4,3
557013,542.74,27
557014,87.44,4
557015,331.0,8
557016,169.66,24
557017,181.56,3
557018,5.9,1
557019,278.34,65
557020,212.47,15
557021,395.3,26
557023,183.95000000000002,9
557026,460.11,30
557027,318.65000000000003,15
557032,141.29999999999998,10
557033,189.5,10
557034,421.08,23
557038,35.400000000000006,2
557039,297.15,12
557040,263.09,15
557041,88.55,5
557042,15.8,1
557055,633.55,11
557056,49.800000000000004,1
557057,1830.72,68
557058,69.30000000000001,2
557063,190.95,22
557064,324.29,69
557065,161.46,8
557066,301.88,18
557067,1221.55,34
557068,13.440000000000001,3
557069,510.27,28
557070,376.77,20
557089,343.44,4
557092,432.0,1
557100,108.7,3
557103,113.06,7
557109,304.08000000000004,2
557110,102.0,1
557113,117.0,4
557114,158.4,7
557115,361.76,18
557116,305.75,9
557117,620.58,30
557118,364.16,24
557119,937.74,21
557120,235.94,14
557121,360.03999999999996,5
557122,305.18,19
557123,164.22,37
557124,230.57,8
557125,5405.48,11
557126,115.15,10
557127,117.72999999999999,3
557128,80.5,7
557129,463.6,80
557130,144.3,8
557131,217.4,7
557132,368.38,15
557133,305.28000000000003,1
557134,511.79999999999995,4
557135,461.9,4
557136,626.13,33
557141,387.65999999999997,12
557143,832.02,19
557144,600.08,12
557145,802.13,28
557146,86.84,7
557147,654.18,29
557149,13.05,7
557150,174.27,13
557152,13.899999999999999,2
557153,474.54,43
557208,351.97,22
557210,265.05,33
557211,1025.3400000000001,21
557212,610.5600000000001,1
557213,218.14000000000001,51
557214,964.77,21
557215,68.22,5
557216,42.42,3
557217,1987.19,98
557218,98.16,5
557219,323.28,17
557220,58.08,3
557221,233.53,36
557222,2060.0299999999997,81
557223,379.22,10
557225,411.48,10
557226,252.63000000000002,16
557227,23.0,1
557228,17.700000000000003,1
557230,135.0,8
557232,337.84000000000003,23
557233,405.76,64
557235,245.5,11
557237,68.9,3
557247,1359.58,22
557248,213.73,13
557250,68.44,18
557251,147.95,15
557252,11.9,1
557255,163.2,1
557256,274.56,5
557257,535.86,9
557258,126.9,7
557259,191.94,7
557260,345.5,22
557261,192.05,8
557262,174.53,23
557263,5683.0599999999995,52
557264,177.34,13
557265,341.81,13
557266,120.25,7
557267,245.82,43
557268,655.79,58
557270,111.68,12
557271,624.12,48
557272,535.0,2
557273,137.9,10
557274,580.34,28
557275,318.02,29
557276,184.23,35
557277,118.60000000000001,7
557278,1152.52,51
557279,233.89,19
557280,373.5,15
557281,201.57,25
557283,146.60999999999999,44
557284,133.07,12
557285,602.8,8
557286,178.51999999999998,6
557287,340.58,14
557289,144.23,26
557290,6.95,2
557291,388.98,10
557292,300.1,21
557293,249.95000000000002,25
557294,778.0,4
557295,125.46000000000001,7
557296,114.5,29
557297,239.35,14
557298,200.5,8
557299,562.4,32
557301,328.55,17
557302,236.44,11
557303,101.88,6
557304,132.95,8
557305,192.85,44
557306,234.6,7
557307,139.77,8
557308,109.96,29
557309,414.49,20
557310,111.2,8
557311,692.78,85
557312,408.45,20
557313,88.50000000000001,3
557314,223.74,11
557315,125.01,25
557316,151.63,18
557317,134.1,12
557318,303.3,14
557319,880.85,49
557320,321.3,4
557321,132.0,1
557322,1171.46,57
557325,325.26,7
557326,479.45000000000005,20
557327,81.84,4
557328,154.67000000000002,59
557329,107.6,6
557330,361.98,28
557331,32.28,2
557332,22.5,1
557333,662.1,2
557349,298.44,18
557350,587.54,34
557351,13.0,1
557389,336.03000000000003,25
557397,131.98,42
557406,242.65,19
557407,97.95,11
557409,561.0400000000001,16
557410,109.58,15
557414,241.74,17
557416,90.0,1
557426,170.04,20
557427,1125.4,29
557428,750.0,1
557429,181.44,1
557430,375.0,1
557431,427.13,23
557442,679.62,85
557464,37.2,1
557466,1965.74,83
557468,529.67,95
557469,244.69,32
557470,589.44,5
557471,532.94,20
557472,2862.06,62
557473,524.5,28
557474,454.6,13
557476,342.11,16
557477,33.75,1
557483,250.50000000000003,2
557484,539.81,83
557485,2876.0,6
557488,18.88,9
557489,484.06,20
557490,243.84000000000003,2
557492,183.63,20
557498,107.04,2
557499,185.78,9
557503,488.54,15
557504,215.6,2
557509,500.0,1
557510,305.04,2
557513,3.9,1
557514,173.42000000000002,18
557517,179.0,1
557518,113.12,16
557523,100.92,4
557524,38.08,5
557525,637.72,39
557526,91.8,3
557527,712.3,9
557528,528.45,30
557529,385.78000000000003,5
557560,309.1,16
557568,108.94,8
557569,427.76,24
557570,329.84,69
557571,2221.84,13
557572,870.3,8
557573,69.12,1
557577,112.09,30
557583,13.200000000000001,1
557595,492.36,46
557598,202.62,23
557601,69.89999999999999,3
557602,379.72,9
557603,290.36,15
557604,653.3000000000001,44
557605,147.39999999999998,3
557611,353.6,18
557612,246.54,9
557614,313.8,10
557615,648.6,24
557616,221.56,14
557617,327.45,8
557618,88.3,2
557619,195.9,30
557620,133.53,11
557621,1870.2,90
557622,73.78,26
557623,47.0,5
557625,469.72,27
557626,883.41,43
557627,257.3,12
557628,1966.66,29
557630,591.73,31
557631,410.34000000000003,10
557632,260.66,14
557633,302.39,10
557634,190.53,10
557635,194.89000000000001,22
557636,355.43,75
557639,246.73999999999998,41
557662,7.7,3
557667,309.81,6
557668,30.0,1
557669,390.06,20
557670,1607.04,6
557671,593.5799999999999,38
557672,135.75000000000003,8
557673,1581.85,13
557674,1754.97,14
557676,600.03,28
557681,193.5,2
557734,462.38,14
557735,313.08000000000004,9
557736,55.8,4
557739,116.28000000000002,9
557742,526.16,19
557743,152.63,11
557744,406.33,25
557745,497.26,66
557746,163.91,41
557747,333.57,17
557748,86.65,14
557749,249.76,14
557750,300.06,18
557751,250.09,12
557752,29.700000000000003,1
557753,237.61,12
557754,700.0,1
557755,441.48,10
557757,100.67,13
557758,291.99,65
557759,493.03999999999996,28
557760,542.7,7
557761,183.56,17
557762,507.07,29
557763,453.72,21
557764,987.08,38
557765,114.56,16
557766,183.76,3
557767,17.4,1
557769,195.16,9
557770,335.87,16
557771,374.81,25
557772,222.0,11
557774,123.62,5
557775,332.16,2
557776,630.84,40
557781,52.5,1
557782,406.3,20
557783,4.94,3
557785,330.55,11
557786,141.14,17
557787,180.35,67
557788,33.16,4
557789,459.84,20
557790,403.81,21
557792,302.25,10
557793,246.23,33
557794,142.5,8
557795,1064.22,10
557796,202.4,2
557797,206.2,10
557798,910.98,47
557799,726.85,45
557800,7.95,1
557801,573.54,29
557802,330.11,22
557803,329.56,13
557804,311.52,11
557805,344.1,22
557846,473.82,44
557848,88.62,5
557849,308.35,15
557850,276.93,16
557852,338.84,21
557853,801.0,21
557854,312.47,44
557855,127.19,20
557856,86.31,5
557857,110.69999999999999,8
557858,312.68,82
557859,137.45,7
557860,168.1,7
557861,220.83,13
557864,173.85,12
557869,6.8999999999999995,3
557870,314.7,21
557871,300.78000000000003,13
557872,370.85,19
557873,14.850000000000001,1
557875,371.89,20
557877,130.8,8
557878,1110.68,103
557880,1.45,1
557881,302.16,12
557884,145.2,16
557885,440.94,26
557886,580.04,80
557887,21.95,2
557888,157.94,51
557889,514.5,28
557891,720.03,40
557892,421.39,65
557893,348.59999999999997,11
557894,291.38,12
557896,114.88,20
557897,382.25,19
557898,517.05,24
557900,617.7,22
557933,460.75,16
557935,429.79999999999995,7
557939,390.5,19
557940,179.0,1
557942,114.1,7
557948,158.85,9
557949,437.75,24
557950,144.56,16
557951,181.45000000000002,10
557952,213.45,14
557953,35.01,6
557954,817.83,67
557955,269.90999999999997,14
557956,203.81,87
557957,551.72,50
557958,305.7,20
557959,228.7,16
557960,147.94,36
557961,214.4,10
557962,736.78,34
557963,327.6,19
557964,272.26,10
557966,607.2,3
557967,497.90000000000003,15
557968,671.9,13
557969,169.5,4
557970,41.9,3
557972,185.64000000000001,9
557973,293.96,15
557974,301.9,7
557975,438.8,15
557976,158.99,18
557995,262.87,38
558006,119.85000000000001,1
558027,309.8,13
558028,374.4,27
558030,170.51,8
558031,168.55,9
558035,307.5,18
558038,200.47,11
558039,68.5,4
558040,177.46,9
558041,417.36,18
558042,241.47,16
558043,773.08,27
558044,112.5,5
558045,634.74,31
558049,118.88,47
558053,312.85,17
558054,60.9,3
558056,229.26,10
558057,765.79,39
558058,365.11,26
558062,603.96,6
558063,516.69,49
558065,63.25,2
558067,930.71,37
558069,69.6,4
558070,20.4,1
558073,371.76,27
558074,937.0,7
558075,484.4,24
558076,913.36,21
558077,708.06,20
558078,35.400000000000006,1
558079,151.66,4
558083,108.53,10
558084,465.18,35
558085,387.47,19
558086,223.07,49
558087,135.37,33
558089,667.03,27
558090,79.9,1
558092,172.89,14
558093,103.0,7
558094,131.45000000000002,6
558096,545.34,93
558098,222.32,14
558099,852.84,71
558100,411.33,23
558101,196.64,12
558102,187.07,40
558103,413.6,12
558104,184.82,24
558105,389.81,126
558107,124.76,14
558108,95.19999999999999,5
558109,44.25,1
558111,45.5,6
558113,616.1700000000001,34
558114,200.15,12
558115,573.7,34
558121,171.98,9
558122,348.12,14
558123,510.45,30
558124,201.24,10
558125,1112.32,9
558126,666.06,8
558127,406.8,1
558159,167.59,14
558181,248.7,4
558182,434.0400000000001,5
558183,141.03,18
558191,154.15,21
