Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15569,104,10,3586.35,2,4,4,10,Champions
15570,7,27,9246.99,4,4,4,12,Champions
15571,12,14,4051.63,4,4,4,12,Champions
15572,5,10,4068.67,4,4,4,12,Champions
15573,32,5,1207.18,3,3,3,9,Loyal Customers
15574,178,7,1476.7,2,3,3,8,Loyal Customers
15575,620,1,30.1,1,1,1,3,Lost
15576,38,1,940.6700000000001,3,1,3,7,Recent but Low Value
15577,151,5,397.98,2,3,2,7,At Risk (Was Valuable)
15578,162,1,127.1,2,1,1,4,Lost
15579,69,7,1267.25,3,3,3,9,Loyal Customers
15580,377,14,1221.95,1,4,3,8,Loyal Customers
15581,121,43,5797.780000000001,2,4,4,10,Champions
15582,25,3,682.9100000000001,3,2,2,7,Recent but Low Value
15583,376,1,107.86,2,1,1,4,Lost
15584,24,7,1275.0,4,3,3,10,Champions
15585,177,1,455.3,2,1,2,5,Needs Attention
15586,591,4,1128.66,1,3,3,7,At Risk (Was Valuable)
15587,50,7,1522.0800000000002,3,3,3,9,Loyal Customers
15588,678,1,579.6,1,1,2,4,Lost
15589,253,4,456.58,2,3,2,7,At Risk (Was Valuable)
15590,289,6,1466.41,2,3,3,8,Loyal Customers
15591,583,3,217.9,1,2,1,4,Lost
15592,47,1,388.58,3,1,2,6,Recent but Low Value
15593,71,1,199.8,3,1,1,5,Recent but Low Value
15594,16,6,1767.53,4,3,3,10,Champions
15595,488,1,357.6,1,1,2,4,Lost
15596,101,16,3023.59,2,4,4,10,Champions
15597,30,3,554.52,3,2,2,7,Recent but Low Value
15598,35,4,543.02,3,3,2,8,Loyal Customers
15599,27,3,1250.06,3,2,3,8,Loyal Customers
15600,428,5,1178.71,1,3,3,7,At Risk (Was Valuable)
15601,11,35,14919.220000000001,4,4,4,12,Champions
15602,8,25,2975.9700000000003,4,4,4,12,Champions
15603,79,3,74.73,3,2,1,6,Recent but Low Value
15604,52,1,216.39,3,1,1,5,Recent but Low Value
15605,36,10,1933.4,3,4,3,10,Champions
15606,57,19,4733.47,3,4,4,11,Champions
15607,337,13,1578.57,2,4,3,9,Loyal Customers
15608,28,5,1785.98,3,3,3,9,Loyal Customers
15609,183,2,270.03000000000003,2,2,1,5,Needs Attention
15610,52,1,112.46000000000001,3,1,1,5,Recent but Low Value
15611,10,32,2858.37,4,4,4,12,Champions
15612,36,2,195.15,3,2,1,6,Recent but Low Value
15613,610,1,433.71999999999997,1,1,2,4,Lost
15614,428,7,3008.86,1,3,4,8,Loyal Customers
15615,10,54,21282.07,4,4,4,12,Champions
15616,438,1,317.11,1,1,1,3,Lost
15617,396,3,828.5500000000001,1,2,2,5,Needs Attention
15618,33,5,747.031,3,3,2,8,Loyal Customers
15619,11,1,336.40000000000003,4,1,1,6,Recent but Low Value
15620,50,8,1909.93,3,3,3,9,Loyal Customers
15621,4,6,1158.77,4,3,3,10,Champions
15622,3,30,7318.08,4,4,4,12,Champions
15623,141,8,2437.05,2,3,4,9,Loyal Customers
15624,117,4,588.13,2,3,2,7,At Risk (Was Valuable)
15625,100,14,3203.25,2,4,4,10,Champions
15626,75,4,1049.37,3,3,3,9,Loyal Customers
15627,457,2,566.9,1,2,2,5,Needs Attention
15628,5,21,5603.360000000001,4,4,4,12,Champions
15629,450,4,2240.9,1,3,4,8,Loyal Customers
15630,45,4,1475.45,3,3,3,9,Loyal Customers
15631,642,1,596.67,1,1,2,4,Lost
15632,16,10,3147.31,4,4,4,12,Champions
15633,509,18,4173.41,1,4,4,9,Loyal Customers
15634,17,2,554.65,4,2,2,8,Loyal Customers
15635,396,1,100.35,1,1,1,3,Lost
15636,90,4,1444.58,3,3,3,9,Loyal Customers
15637,53,5,797.59,3,3,2,8,Loyal Customers
15638,301,9,2137.2,2,4,3,9,Loyal Customers
15639,134,5,1028.33,2,3,3,8,Loyal Customers
15640,4,34,23835.41,4,4,4,12,Champions
15641,105,12,5345.55,2,4,4,10,Champions
15642,730,1,105.78000000000002,1,1,1,3,Lost
15643,179,6,647.4,2,3,2,7,At Risk (Was Valuable)
15644,166,4,813.0,2,3,2,7,At Risk (Was Valuable)
15645,19,4,1042.57,4,3,3,10,Champions
15646,158,6,952.11,2,3,3,8,Loyal Customers
15647,415,1,169.0,1,1,1,3,Lost
15648,204,4,599.9,2,3,2,7,At Risk (Was Valuable)
15649,336,4,2170.35,2,3,3,8,Loyal Customers
15650,515,3,539.03,1,2,2,5,Needs Attention
15651,37,5,1259.06,3,3,3,9,Loyal Customers
15652,91,6,1411.84,3,3,3,9,Loyal Customers
15653,93,2,877.4399999999999,2,2,3,7,Needs Attention
15654,9,2,922.53,4,2,3,9,Loyal Customers
15655,233,2,511.32,2,2,2,6,Needs Attention
15656,45,4,748.5,3,3,2,8,Loyal Customers
15657,23,1,30.0,4,1,1,6,Recent but Low Value
15658,190,13,2270.34,2,4,4,10,Champions
15659,44,3,532.49,3,2,2,7,Recent but Low Value
15660,25,18,2764.14,3,4,4,11,Champions
15661,317,8,1215.95,2,3,3,8,Loyal Customers
15662,661,2,283.73,1,2,1,4,Lost
15663,106,1,138.14,2,1,1,4,Lost
15664,51,7,1212.35,3,3,3,9,Loyal Customers
15665,168,5,4015.12,2,3,4,9,Loyal Customers
15666,472,2,632.9399999999999,1,2,2,5,Needs Attention
15667,40,1,301.32,3,1,1,5,Recent but Low Value
15668,218,1,76.32000000000001,2,1,1,4,Lost
15669,40,5,677.69,3,3,2,8,Loyal Customers
15670,297,3,315.2,2,2,1,5,Needs Attention
15671,19,10,2635.4900000000002,4,4,4,12,Champions
15672,725,1,45.300000000000004,1,1,1,3,Lost
15673,88,10,6409.84,3,4,4,11,Champions
15674,73,18,6217.85,3,4,4,11,Champions
15675,81,4,542.04,3,3,2,8,Loyal Customers
15676,9,5,3324.09,4,3,4,11,Champions
15677,49,3,1305.63,3,2,3,8,Loyal Customers
15678,53,3,1893.89,3,2,3,8,Loyal Customers
15679,24,4,781.28,4,3,2,9,Loyal Customers
15680,9,12,4464.4800000000005,4,4,4,12,Champions
15681,18,16,2480.2,4,4,4,12,Champions
15682,599,3,316.99,1,2,1,4,Lost
15683,117,2,524.54,2,2,2,6,Needs Attention
15684,547,6,147.8,1,3,1,5,At Risk (Was Valuable)
15685,450,1,55.980000000000004,1,1,1,3,Lost
15686,420,1,90.0,1,1,1,3,Lost
15687,9,11,2981.5,4,4,4,12,Champions
15688,419,1,190.57,1,1,1,3,Lost
15689,120,3,521.03,2,2,2,6,Needs Attention
15690,4,2,239.76,4,2,1,7,Recent but Low Value
15691,252,5,511.8,2,3,2,7,At Risk (Was Valuable)
15692,28,1,191.04,3,1,1,5,Recent but Low Value
15693,659,1,37.5,1,1,1,3,Lost
15694,1,29,10566.46,4,4,4,12,Champions
15695,267,4,1131.04,2,3,3,8,Loyal Customers
15696,33,21,3757.4700000000003,3,4,4,11,Champions
15697,690,1,246.75,1,1,1,3,Lost
15698,624,1,46.2,1,1,1,3,Lost
15699,18,1,309.65,4,1,1,6,Recent but Low Value
15700,172,3,664.03,2,2,2,6,Needs Attention
15701,2,4,1542.14,4,3,3,10,Champions
15702,476,2,140.39000000000001,1,2,1,4,Lost
15703,265,1,211.5,2,1,1,4,Lost
15704,140,8,3744.1800000000003,2,3,4,9,Loyal Customers
15705,201,1,143.1,2,1,1,4,Lost
15706,60,7,1001.8100000000001,3,3,3,9,Loyal Customers
15707,35,4,945.58,3,3,3,9,Loyal Customers
15708,41,14,4323.9800000000005,3,4,4,11,Champions
15709,284,2,327.85,2,2,1,5,Needs Attention
15710,417,1,898.87,1,1,3,5,Needs Attention
15711,557,2,420.25,1,2,2,5,Needs Attention
15712,9,13,3467.46,4,4,4,12,Champions
15713,143,6,985.99,2,3,3,8,Loyal Customers
15714,12,5,784.8100000000001,4,3,2,9,Loyal Customers
15715,556,5,658.02,1,3,2,6,At Risk (Was Valuable)
15716,146,11,3056.81,2,4,4,10,Champions
15717,234,5,607.0,2,3,2,7,At Risk (Was Valuable)
15718,540,1,293.79,1,1,1,3,Lost
15719,33,39,10134.36,3,4,4,11,Champions
15720,24,2,741.92,4,2,2,8,Loyal Customers
15721,12,1,507.08,4,1,2,7,Recent but Low Value
15722,36,15,5120.05,3,4,4,11,Champions
15723,365,4,947.65,2,3,3,8,Loyal Customers
15724,201,5,299.8,2,3,1,6,At Risk (Was Valuable)
15725,15,1,415.25,4,1,2,7,Recent but Low Value
15726,390,1,321.91,1,1,1,3,Lost
15727,17,15,9445.51,4,4,4,12,Champions
15728,49,3,409.80000000000007,3,2,2,7,Recent but Low Value
15729,198,5,154.70000000000002,2,3,1,6,At Risk (Was Valuable)
15730,66,7,1708.18,3,3,3,9,Loyal Customers
15731,554,1,125.3,1,1,1,3,Lost
15732,212,12,1637.52,2,4,3,9,Loyal Customers
15733,283,1,162.3,2,1,1,4,Lost
15734,115,4,2263.3,2,3,4,9,Loyal Customers
15735,421,1,327.68,1,1,1,3,Lost
15736,430,3,1717.27,1,2,3,6,Needs Attention
15737,15,12,1121.21,4,4,3,11,Champions
15738,19,45,13342.12,4,4,4,12,Champions
15739,66,1,449.12,3,1,2,6,Recent but Low Value
15740,49,1,154.88,3,1,1,5,Recent but Low Value
15741,458,2,208.62,1,2,1,4,Lost
15742,619,1,156.87,1,1,1,3,Lost
15743,16,4,784.46,4,3,2,9,Loyal Customers
15744,78,1,34.8,3,1,1,5,Recent but Low Value
15745,9,6,1071.24,4,3,3,10,Champions
15746,134,2,182.96,2,2,1,5,Needs Attention
15747,13,10,2560.66,4,4,4,12,Champions
15748,40,3,614.7600000000001,3,2,2,7,Recent but Low Value
15749,235,4,21535.9,2,3,4,9,Loyal Customers
15750,3,24,6692.551,4,4,4,12,Champions
15751,461,14,1318.84,1,4,3,8,Loyal Customers
15752,40,10,4199.09,3,4,4,11,Champions
15753,305,1,79.2,2,1,1,4,Lost
15754,51,12,3001.86,3,4,4,11,Champions
15755,1,20,5936.95,4,4,4,12,Champions
15756,61,4,532.96,3,3,2,8,Loyal Customers
15757,66,6,2940.36,3,3,4,10,Champions
15758,25,1,205.25,3,1,1,5,Recent but Low Value
15759,218,10,810.98,2,4,2,8,Loyal Customers
15761,443,1,143.05,1,1,1,3,Lost
15762,65,2,583.75,3,2,2,7,Recent but Low Value
15763,32,3,1048.67,3,2,3,8,Loyal Customers
15764,81,14,4453.28,3,4,4,11,Champions
15765,667,1,370.63,1,1,2,4,Lost
15766,64,4,799.66,3,3,2,8,Loyal Customers
15768,116,36,15559.46,2,4,4,10,Champions
15769,7,51,84269.38,4,4,4,12,Champions
15770,613,1,321.45,1,1,1,3,Lost
15771,604,3,1006.54,1,2,3,6,Needs Attention
15772,418,1,280.88,1,1,1,3,Lost
15773,6,2,774.52,4,2,2,8,Loyal Customers
15774,69,7,1324.2,3,3,3,9,Loyal Customers
15775,245,2,150.5,2,2,1,5,Needs Attention
15776,133,1,241.62,2,1,1,4,Lost
15777,241,9,1732.1599999999999,2,4,3,9,Loyal Customers
15778,431,1,307.95,1,1,1,3,Lost
15779,463,2,124.08000000000001,1,2,1,4,Lost
15780,184,3,475.28000000000003,2,2,2,6,Needs Attention
15781,25,4,333.56,3,3,1,7,Recent but Low Value
15782,10,6,3985.65,4,3,4,11,Champions
15783,11,1,246.3,4,1,1,6,Recent but Low Value
15784,468,2,848.3299999999999,1,2,2,5,Needs Attention
15785,30,26,5825.33,3,4,4,11,Champions
15786,44,9,8392.85,3,4,4,11,Champions
15787,26,3,948.05,3,2,3,8,Loyal Customers
15788,501,2,215.53,1,2,1,4,Lost
15789,358,7,1932.01,2,3,3,8,Loyal Customers
15790,10,1,220.85,4,1,1,6,Recent but Low Value
15791,44,9,3541.79,3,4,4,11,Champions
15792,400,2,933.84,1,2,3,6,Needs Attention
15793,9,9,2382.92,4,4,4,12,Champions
15794,736,2,777.0,1,2,2,5,Needs Attention
15795,150,8,1979.8700000000001,2,3,3,8,Loyal Customers
15796,1,22,5019.95,4,4,4,12,Champions
15797,113,6,2821.08,2,3,4,9,Loyal Customers
15798,493,3,1535.37,1,2,3,6,Needs Attention
15799,76,4,1424.29,3,3,3,9,Loyal Customers
15800,107,7,1242.58,2,3,3,8,Loyal Customers
15801,46,4,1042.19,3,3,3,9,Loyal Customers
15803,51,4,1929.66,3,3,3,9,Loyal Customers
15804,1,19,3848.55,4,4,4,12,Champions
15805,23,40,9708.92,4,4,4,12,Champions
15806,46,3,784.58,3,2,2,7,Recent but Low Value
15807,50,6,1807.57,3,3,3,9,Loyal Customers
15808,306,24,18248.83,2,4,4,10,Champions
15809,36,9,862.88,3,4,2,9,Loyal Customers
15810,79,13,2724.8,3,4,4,11,Champions
15811,17,10,3843.2200000000003,4,4,4,12,Champions
15812,107,13,5186.17,2,4,4,10,Champions
15813,208,2,1303.9099999999999,2,2,3,7,Needs Attention
15814,3,8,2531.84,4,3,4,11,Champions
15815,64,5,2100.6,3,3,3,9,Loyal Customers
15816,542,3,93.3,1,2,1,4,Lost
15817,421,3,2766.4,1,2,4,7,Needs Attention
15818,588,1,340.5,1,1,1,3,Lost
15819,49,11,3911.28,3,4,4,11,Champions
15820,320,1,206.98,2,1,1,4,Lost
15821,44,2,570.96,3,2,2,7,Recent but Low Value
15822,3,8,1777.91,4,3,3,10,Champions
15823,337,6,3033.86,2,3,4,9,Loyal Customers
15824,453,2,890.94,1,2,3,6,Needs Attention
15825,172,1,532.94,2,1,2,5,Needs Attention
15826,51,6,2583.13,3,3,4,10,Champions
15827,73,42,3430.96,3,4,4,11,Champions
15828,375,1,1108.82,2,1,3,6,Needs Attention
15829,99,2,636.14,2,2,2,6,Needs Attention
15830,29,2,547.7,3,2,2,7,Recent but Low Value
15831,58,4,747.76,3,3,2,8,Loyal Customers
15832,254,1,836.79,2,1,2,5,Needs Attention
15833,738,1,80.4,1,1,1,3,Lost
15834,70,9,3600.29,3,4,4,11,Champions
15835,44,4,954.09,3,3,3,9,Loyal Customers
15836,45,2,117.47,3,2,1,6,Recent but Low Value
15837,65,2,777.01,3,2,2,7,Recent but Low Value
15838,11,38,73404.11,4,4,4,12,Champions
15839,25,5,1020.74,3,3,3,9,Loyal Customers
15840,59,3,345.66,3,2,2,7,Recent but Low Value
15841,64,12,2716.5,3,4,4,11,Champions
15842,388,3,528.75,1,2,2,5,Needs Attention
15843,304,1,118.95000000000002,2,1,1,4,Lost
15844,46,1,130.73999999999998,3,1,1,5,Recent but Low Value
15845,18,14,4273.65,4,4,4,12,Champions
15846,385,1,107.01,1,1,1,3,Lost
15847,38,5,822.57,3,3,2,8,Loyal Customers
15848,622,1,139.94,1,1,1,3,Lost
15850,19,6,1058.72,4,3,3,10,Champions
15851,527,1,109.73,1,1,1,3,Lost
15852,187,3,257.26,2,2,1,5,Needs Attention
15853,52,1,110.8,3,1,1,5,Recent but Low Value
15854,4,21,5583.81,4,4,4,12,Champions
15855,137,6,1052.72,2,3,3,8,Loyal Customers
15856,4,58,33817.44,4,4,4,12,Champions
15857,19,2,570.48,4,2,2,8,Loyal Customers
15858,16,15,3917.87,4,4,4,12,Champions
15859,432,1,438.46,1,1,2,4,Lost
15860,41,17,2505.21,3,4,4,11,Champions
15861,12,15,4217.99,4,4,4,12,Champions
15862,8,13,2928.29,4,4,4,12,Champions
15863,26,5,358.7,3,3,2,8,Loyal Customers
15864,22,9,2014.22,4,4,3,11,Champions
15865,41,5,2248.92,3,3,4,10,Champions
15866,101,1,230.53,2,1,1,4,Lost
15867,5,35,8974.85,4,4,4,12,Champions
15868,583,1,94.53,1,1,1,3,Lost
15869,277,3,323.65999999999997,2,2,1,5,Needs Attention
15870,33,4,862.61,3,3,2,8,Loyal Customers
15871,437,1,33.099999999999994,1,1,1,3,Lost
15872,15,4,795.68,4,3,2,9,Loyal Customers
15873,493,5,138.23999999999998,1,3,1,5,At Risk (Was Valuable)
15874,63,25,11135.0,3,4,4,11,Champions
15875,646,1,111.72,1,1,1,3,Lost
15876,409,2,1449.1399999999999,1,2,3,6,Needs Attention
15877,2,3,440.78,4,2,2,8,Loyal Customers
15878,562,2,330.77,1,2,1,4,Lost
15879,404,4,1157.3,1,3,3,7,At Risk (Was Valuable)
15880,369,2,626.5600000000001,2,2,2,6,Needs Attention
15881,312,8,438.24,2,3,2,7,At Risk (Was Valuable)
15882,199,10,1448.91,2,4,3,9,Loyal Customers
15883,2,2,396.48,4,2,2,8,Loyal Customers
15884,432,3,243.75000000000003,1,2,1,4,Lost
15885,93,20,1737.57,2,4,3,9,Loyal Customers
15886,60,4,1052.8700000000001,3,3,3,9,Loyal Customers
15887,407,3,1027.15,1,2,3,6,Needs Attention
15888,80,4,402.12,3,3,2,8,Loyal Customers
15889,157,9,1795.83,2,4,3,9,Loyal Customers
15890,395,5,535.65,1,3,2,6,At Risk (Was Valuable)
15891,227,1,524.52,2,1,2,5,Needs Attention
15892,669,1,128.2,1,1,1,3,Lost
15893,482,1,305.28000000000003,1,1,1,3,Lost
15894,253,2,420.29,2,2,2,6,Needs Attention
15895,150,1,179.17,2,1,1,4,Lost
15897,194,2,222.05,2,2,1,5,Needs Attention
15898,1,29,5534.36,4,4,4,12,Champions
15899,369,1,112.5,2,1,1,4,Lost
15900,24,5,890.5,4,3,3,10,Champions
15901,17,9,684.23,4,4,2,10,Champions
15902,380,1,145.01,1,1,1,3,Lost
15903,10,15,8859.82,4,4,4,12,Champions
15904,8,1,164.68,4,1,1,6,Recent but Low Value
15905,543,1,114.69,1,1,1,3,Lost
15906,20,12,2467.89,4,4,4,12,Champions
15907,4,3,967.45,4,2,3,9,Loyal Customers
15908,491,2,764.57,1,2,2,5,Needs Attention
15909,174,1,191.94,2,1,1,4,Lost
15910,1,15,2681.8,4,4,4,12,Champions
15911,448,10,1401.55,1,4,3,8,Loyal Customers
15912,178,9,1074.7,2,4,3,9,Loyal Customers
15913,534,1,6.300000000000001,1,1,1,3,Lost
15914,378,2,205.99,1,2,1,4,Lost
15915,402,1,429.21,1,1,2,4,Lost
15916,16,17,3277.67,4,4,4,12,Champions
15917,248,5,560.63,2,3,2,7,At Risk (Was Valuable)
15918,191,3,582.88,2,2,2,6,Needs Attention
15919,20,2,910.61,4,2,3,9,Loyal Customers
15920,154,9,571.64,2,4,2,8,Loyal Customers
15921,173,4,802.11,2,3,2,7,At Risk (Was Valuable)
15922,372,2,727.2,2,2,2,6,Needs Attention
15923,373,1,254.16,2,1,1,4,Lost
15924,731,1,102.82,1,1,1,3,Lost
15925,194,1,207.15,2,1,1,4,Lost
15926,542,1,134.44,1,1,1,3,Lost
15927,647,1,123.39,1,1,1,3,Lost
15928,656,1,293.53,1,1,1,3,Lost
15929,644,1,594.0,1,1,2,4,Lost
15930,67,1,426.63,3,1,2,6,Recent but Low Value
15931,428,1,239.9,1,1,1,3,Lost
15932,4,11,2461.85,4,4,4,12,Champions
15933,21,3,1107.46,4,2,3,9,Loyal Customers
15934,418,2,2190.66,1,2,3,6,Needs Attention
15935,239,3,108.03999999999999,2,2,1,5,Needs Attention
15936,379,2,282.79,1,2,1,4,Lost
15937,64,1,145.35,3,1,1,5,Recent but Low Value
15938,112,9,734.81,2,4,2,8,Loyal Customers
15939,90,17,9047.64,3,4,4,11,Champions
15941,513,2,230.6,1,2,1,4,Lost
15942,134,1,337.44,2,1,1,4,Lost
15943,650,2,271.28999999999996,1,2,1,4,Lost
15944,277,4,2164.24,2,3,3,8,Loyal Customers
15945,365,4,827.27,2,3,2,7,At Risk (Was Valuable)
15946,503,3,2304.18,1,2,4,7,Needs Attention
15947,83,1,1708.24,3,1,3,7,Recent but Low Value
15948,8,3,1509.0900000000001,4,2,3,9,Loyal Customers
15949,17,2,364.72,4,2,2,8,Loyal Customers
15950,2,13,6938.51,4,4,4,12,Champions
15951,1,4,974.52,4,3,3,10,Champions
15952,34,4,806.57,3,3,2,8,Loyal Customers
15953,15,21,3524.7,4,4,4,12,Champions
15954,589,1,190.75,1,1,1,3,Lost
15955,24,25,8622.61,4,4,4,12,Champions
15956,551,2,617.6,1,2,2,5,Needs Attention
15957,32,3,930.1,3,2,3,8,Loyal Customers
15958,74,4,492.99,3,3,2,8,Loyal Customers
15959,682,3,579.49,1,2,2,5,Needs Attention
15960,374,5,394.0,2,3,2,7,At Risk (Was Valuable)
15961,379,1,451.28999999999996,1,1,2,4,Lost
15962,449,1,295.83,1,1,1,3,Lost
15963,20,2,470.76,4,2,2,8,Loyal Customers
15964,663,1,272.96000000000004,1,1,1,3,Lost
15965,17,14,2999.34,4,4,4,12,Champions
15966,444,2,399.58,1,2,2,5,Needs Attention
15967,23,13,3019.2,4,4,4,12,Champions
15968,388,1,418.05,1,1,2,4,Lost
15969,3,6,1043.85,4,3,3,10,Champions
15970,304,2,1017.32,2,2,3,7,Needs Attention
15971,18,20,4930.43,4,4,4,12,Champions
15972,456,5,1810.27,1,3,3,7,At Risk (Was Valuable)
15973,236,5,780.39,2,3,2,7,At Risk (Was Valuable)
15974,39,8,3429.55,3,3,4,10,Champions
15975,84,1,371.01,3,1,2,6,Recent but Low Value
15976,165,6,1746.6399999999999,2,3,3,8,Loyal Customers
15977,17,2,1054.73,4,2,3,9,Loyal Customers
15978,77,5,3272.62,3,3,4,10,Champions
15979,603,1,329.22,1,1,1,3,Lost
15980,89,9,6546.28,3,4,4,11,Champions
15981,25,27,9268.07,3,4,4,11,Champions
15982,605,1,324.51,1,1,1,3,Lost
15983,22,8,3958.8199999999997,4,3,4,11,Champions
15984,3,32,8671.12,4,4,4,12,Champions
15985,123,8,2610.28,2,3,4,9,Loyal Customers
15986,30,2,354.42,3,2,2,7,Recent but Low Value
15987,12,8,1682.13,4,3,3,10,Champions
15988,19,3,770.09,4,2,2,8,Loyal Customers
15989,376,2,372.51,2,2,2,6,Needs Attention
15990,44,7,2010.05,3,3,3,9,Loyal Customers
15991,534,1,150.55,1,1,1,3,Lost
15992,4,3,896.6,4,2,3,9,Loyal Customers
15993,9,10,2756.82,4,4,4,12,Champions
15994,55,5,1198.84,3,3,3,9,Loyal Customers
15995,414,1,696.19,1,1,2,4,Lost
15996,88,8,1671.0,3,3,3,9,Loyal Customers
15998,37,21,8220.39,3,4,4,11,Champions
15999,736,1,20.4,1,1,1,3,Lost
16000,3,3,12393.7,4,2,4,10,Champions
16001,381,2,519.06,1,2,2,5,Needs Attention
16002,625,1,169.21,1,1,1,3,Lost
16003,30,10,5613.83,3,4,4,11,Champions
16004,475,5,2146.39,1,3,3,7,At Risk (Was Valuable)
16005,12,11,2403.77,4,4,4,12,Champions
16006,211,2,347.17,2,2,2,6,Needs Attention
16007,48,7,3075.14,3,3,4,10,Champions
16008,24,15,5384.13,4,4,4,12,Champions
16009,22,4,992.71,4,3,3,10,Champions
16010,246,12,1722.1100000000001,2,4,3,9,Loyal Customers
16011,8,30,5867.01,4,4,4,12,Champions
16012,35,5,2989.79,3,3,4,10,Champions
16013,4,94,52788.92,4,4,4,12,Champions
16014,36,6,1121.02,3,3,3,9,Loyal Customers
16015,4,4,690.54,4,3,2,9,Loyal Customers
16016,3,14,2495.04,4,4,4,12,Champions
16017,47,5,1553.83,3,3,3,9,Loyal Customers
16018,39,4,698.13,3,3,2,8,Loyal Customers
16019,2,35,16640.15,4,4,4,12,Champions
16020,17,3,851.01,4,2,2,8,Loyal Customers
16021,395,2,532.25,1,2,2,5,Needs Attention
16022,260,1,628.28,2,1,2,5,Needs Attention
16023,46,3,719.81,3,2,2,7,Recent but Low Value
16024,12,3,484.2,4,2,2,8,Loyal Customers
16025,30,1,439.65999999999997,3,1,2,6,Recent but Low Value
16026,43,1,236.09,3,1,1,5,Recent but Low Value
16027,92,18,1799.8400000000001,3,4,3,10,Champions
16028,596,1,82.2,1,1,1,3,Lost
16029,39,125,91800.91,3,4,4,11,Champions
16030,310,1,331.24,2,1,1,4,Lost
16031,92,2,548.94,3,2,2,7,Recent but Low Value
16032,456,6,1970.45,1,3,3,7,At Risk (Was Valuable)
16033,6,36,10692.39,4,4,4,12,Champions
16034,196,7,925.77,2,3,3,8,Loyal Customers
16035,560,1,217.73,1,1,1,3,Lost
16036,87,4,2556.84,3,3,4,10,Champions
16037,270,7,1489.44,2,3,3,8,Loyal Customers
16038,8,4,454.33000000000004,4,3,2,9,Loyal Customers
16039,424,3,449.65,1,2,2,5,Needs Attention
16040,65,8,2383.7000000000003,3,3,4,10,Champions
16041,31,3,3166.4,3,2,4,9,Loyal Customers
16042,22,11,2153.0,4,4,3,11,Champions
16043,38,8,1856.5900000000001,3,3,3,9,Loyal Customers
16044,435,1,340.84000000000003,1,1,2,4,Lost
16045,120,9,3187.03,2,4,4,10,Champions
16046,562,1,235.78,1,1,1,3,Lost
16047,682,1,107.14,1,1,1,3,Lost
16048,86,6,1056.53,3,3,3,9,Loyal Customers
16049,40,6,1899.68,3,3,3,9,Loyal Customers
16050,174,3,300.7,2,2,1,5,Needs Attention
16051,682,1,188.44,1,1,1,3,Lost
16052,54,1,362.06,3,1,2,6,Recent but Low Value
16053,33,8,3606.14,3,3,4,10,Champions
16054,145,7,2090.68,2,3,3,8,Loyal Customers
16055,221,1,134.8,2,1,1,4,Lost
16056,45,1,664.85,3,1,2,6,Recent but Low Value
16057,4,17,3202.07,4,4,4,12,Champions
16058,406,1,62.7,1,1,1,3,Lost
16059,66,12,3217.77,3,4,4,11,Champions
16060,401,3,541.95,1,2,2,5,Needs Attention
16061,269,3,44.95,2,2,1,5,Needs Attention
16062,10,8,2863.45,4,3,4,11,Champions
16063,260,1,335.32,2,1,1,4,Lost
16064,725,1,111.0,1,1,1,3,Lost
16065,365,10,2365.62,2,4,4,10,Champions
16066,17,5,1521.87,4,3,3,10,Champions
16067,563,6,3026.19,1,3,4,8,Loyal Customers
16068,594,1,122.93,1,1,1,3,Lost
16069,418,1,457.7,1,1,2,4,Lost
16070,22,2,852.15,4,2,2,8,Loyal Customers
16071,45,4,1076.8,3,3,3,9,Loyal Customers
16072,288,4,4328.89,2,3,4,9,Loyal Customers
16073,292,2,94.35,2,2,1,5,Needs Attention
16074,390,1,265.25,1,1,1,3,Lost
16075,503,3,726.98,1,2,2,5,Needs Attention
16076,3,11,2173.53,4,4,3,11,Champions
16077,574,2,600.0,1,2,2,5,Needs Attention
16078,284,2,362.99,2,2,2,6,Needs Attention
16079,17,3,1352.0,4,2,3,9,Loyal Customers
16080,82,6,472.9,3,3,2,8,Loyal Customers
16081,56,8,4460.18,3,3,4,10,Champions
16082,670,1,106.75,1,1,1,3,Lost
16083,101,4,2351.42,2,3,4,9,Loyal Customers
16084,299,1,436.18,2,1,2,5,Needs Attention
16085,23,13,2337.73,4,4,4,12,Champions
16086,59,11,2862.91,3,4,4,11,Champions
16087,389,5,1739.92,1,3,3,7,At Risk (Was Valuable)
16088,576,2,1437.43,1,2,3,6,Needs Attention
16089,386,2,271.44,1,2,1,4,Lost
16090,624,1,205.91,1,1,1,3,Lost
16091,155,2,315.06,2,2,1,5,Needs Attention
16092,99,10,1515.49,2,4,3,9,Loyal Customers
16093,107,1,17.0,2,1,1,4,Lost
16094,12,19,3599.16,4,4,4,12,Champions
16095,456,1,447.05,1,1,2,4,Lost
16096,264,4,1584.97,2,3,3,8,Loyal Customers
16097,240,1,185.04999999999998,2,1,1,4,Lost
16098,88,14,4448.1,3,4,4,11,Champions
16099,50,8,1568.25,3,3,3,9,Loyal Customers
16100,463,1,582.64,1,1,2,4,Lost
16101,9,7,3167.42,4,3,4,11,Champions
16102,42,3,1842.14,3,2,3,8,Loyal Customers
16103,7,27,6002.76,4,4,4,12,Champions
16104,62,11,2515.36,3,4,4,11,Champions
16105,249,5,2386.19,2,3,4,9,Loyal Customers
16106,66,1,108.38,3,1,1,5,Recent but Low Value
